method,metoda,AUC-PR,rank,dataset,folder
metoda6,run6_WELFake_pr_curve.csv,0.8163095238095237,23,WELFake,results_3_few_shot
metoda8,run8_WELFake_pr_curve.csv,0.8163095238095237,24,WELFake,results_3_few_shot
metoda4,run4_WELFake_pr_curve.csv,0.75,25,WELFake,results_3_few_shot
metoda1-1,run1-1_BuzzFeed_pr_curve.csv,1.0,1,BuzzFeed,results_3_one_shot
metoda8,run8_BuzzFeed_pr_curve.csv,1.0,2,BuzzFeed,results_3_one_shot
metoda1-4,run1-4_BuzzFeed_pr_curve.csv,1.0,3,BuzzFeed,results_3_one_shot
metoda10,run10_BuzzFeed_pr_curve.csv,1.0,4,BuzzFeed,results_3_one_shot
metoda11,run11_BuzzFeed_pr_curve.csv,1.0,5,BuzzFeed,results_3_one_shot
metoda6,run6_BuzzFeed_pr_curve.csv,1.0,6,BuzzFeed,results_3_one_shot
metoda3,run3_BuzzFeed_pr_curve.csv,1.0,7,BuzzFeed,results_3_one_shot
metoda15,run15_BuzzFeed_pr_curve.csv,1.0,8,BuzzFeed,results_3_one_shot
metoda1-2,run1-2_BuzzFeed_pr_curve.csv,1.0,9,BuzzFeed,results_3_one_shot
metoda2,run2_BuzzFeed_pr_curve.csv,1.0,10,BuzzFeed,results_3_one_shot
metoda20,run20_BuzzFeed_pr_curve.csv,1.0,11,BuzzFeed,results_3_one_shot
metoda4,run4_BuzzFeed_pr_curve.csv,0.75,12,BuzzFeed,results_3_one_shot
metoda19,run19_BuzzFeed_pr_curve.csv,0.25,13,BuzzFeed,results_3_one_shot
metoda7,run7_BuzzFeed_pr_curve.csv,0.25,14,BuzzFeed,results_3_one_shot
metoda5,run5_BuzzFeed_pr_curve.csv,0.25,15,BuzzFeed,results_3_one_shot
metoda16,run16_BuzzFeed_pr_curve.csv,0.25,16,BuzzFeed,results_3_one_shot
metoda18,run18_BuzzFeed_pr_curve.csv,0.25,17,BuzzFeed,results_3_one_shot
metoda17,run17_BuzzFeed_pr_curve.csv,0.25,18,BuzzFeed,results_3_one_shot
metoda14,run14_BuzzFeed_pr_curve.csv,0.25,19,BuzzFeed,results_3_one_shot
metoda13,run13_BuzzFeed_pr_curve.csv,0.25,20,BuzzFeed,results_3_one_shot
metoda12-rf,run12-rf_BuzzFeed_pr_curve.csv,0.25,21,BuzzFeed,results_3_one_shot
metoda12-catboost,run12-catboost_BuzzFeed_pr_curve.csv,0.25,22,BuzzFeed,results_3_one_shot
metoda1-5,run1-5_BuzzFeed_pr_curve.csv,0.25,23,BuzzFeed,results_3_one_shot
metoda1-3,run1-3_BuzzFeed_pr_curve.csv,0.25,24,BuzzFeed,results_3_one_shot
metoda9,run9_BuzzFeed_pr_curve.csv,0.25,25,BuzzFeed,results_3_one_shot
metoda1-1,run1-1_ISOT_pr_curve.csv,1.0,1,ISOT,results_3_one_shot
metoda1-2,run1-2_ISOT_pr_curve.csv,1.0,2,ISOT,results_3_one_shot
metoda8,run8_ISOT_pr_curve.csv,1.0,3,ISOT,results_3_one_shot
metoda7,run7_ISOT_pr_curve.csv,1.0,4,ISOT,results_3_one_shot
metoda6,run6_ISOT_pr_curve.csv,1.0,5,ISOT,results_3_one_shot
metoda5,run5_ISOT_pr_curve.csv,1.0,6,ISOT,results_3_one_shot
metoda3,run3_ISOT_pr_curve.csv,1.0,7,ISOT,results_3_one_shot
metoda2,run2_ISOT_pr_curve.csv,1.0,8,ISOT,results_3_one_shot
metoda20,run20_ISOT_pr_curve.csv,1.0,9,ISOT,results_3_one_shot
metoda19,run19_ISOT_pr_curve.csv,1.0,10,ISOT,results_3_one_shot
metoda18,run18_ISOT_pr_curve.csv,1.0,11,ISOT,results_3_one_shot
metoda17,run17_ISOT_pr_curve.csv,1.0,12,ISOT,results_3_one_shot
metoda16,run16_ISOT_pr_curve.csv,1.0,13,ISOT,results_3_one_shot
metoda15,run15_ISOT_pr_curve.csv,1.0,14,ISOT,results_3_one_shot
metoda14,run14_ISOT_pr_curve.csv,1.0,15,ISOT,results_3_one_shot
metoda13,run13_ISOT_pr_curve.csv,1.0,16,ISOT,results_3_one_shot
metoda12-rf,run12-rf_ISOT_pr_curve.csv,1.0,17,ISOT,results_3_one_shot
metoda12-catboost,run12-catboost_ISOT_pr_curve.csv,1.0,18,ISOT,results_3_one_shot
metoda11,run11_ISOT_pr_curve.csv,1.0,19,ISOT,results_3_one_shot
metoda10,run10_ISOT_pr_curve.csv,1.0,20,ISOT,results_3_one_shot
metoda1-5,run1-5_ISOT_pr_curve.csv,1.0,21,ISOT,results_3_one_shot
metoda1-4,run1-4_ISOT_pr_curve.csv,1.0,22,ISOT,results_3_one_shot
metoda1-3,run1-3_ISOT_pr_curve.csv,1.0,23,ISOT,results_3_one_shot
metoda9,run9_ISOT_pr_curve.csv,1.0,24,ISOT,results_3_one_shot
metoda4,run4_ISOT_pr_curve.csv,0.75,25,ISOT,results_3_one_shot
metoda1-1,run1-1_WELFake_pr_curve.csv,1.0,1,WELFake,results_3_one_shot
metoda1-2,run1-2_WELFake_pr_curve.csv,1.0,2,WELFake,results_3_one_shot
metoda8,run8_WELFake_pr_curve.csv,1.0,3,WELFake,results_3_one_shot
metoda7,run7_WELFake_pr_curve.csv,1.0,4,WELFake,results_3_one_shot
metoda6,run6_WELFake_pr_curve.csv,1.0,5,WELFake,results_3_one_shot
metoda5,run5_WELFake_pr_curve.csv,1.0,6,WELFake,results_3_one_shot
metoda3,run3_WELFake_pr_curve.csv,1.0,7,WELFake,results_3_one_shot
metoda2,run2_WELFake_pr_curve.csv,1.0,8,WELFake,results_3_one_shot
metoda20,run20_WELFake_pr_curve.csv,1.0,9,WELFake,results_3_one_shot
metoda19,run19_WELFake_pr_curve.csv,1.0,10,WELFake,results_3_one_shot
metoda18,run18_WELFake_pr_curve.csv,1.0,11,WELFake,results_3_one_shot
metoda17,run17_WELFake_pr_curve.csv,1.0,12,WELFake,results_3_one_shot
metoda16,run16_WELFake_pr_curve.csv,1.0,13,WELFake,results_3_one_shot
metoda15,run15_WELFake_pr_curve.csv,1.0,14,WELFake,results_3_one_shot
metoda14,run14_WELFake_pr_curve.csv,1.0,15,WELFake,results_3_one_shot
metoda13,run13_WELFake_pr_curve.csv,1.0,16,WELFake,results_3_one_shot
metoda12-rf,run12-rf_WELFake_pr_curve.csv,1.0,17,WELFake,results_3_one_shot
metoda12-catboost,run12-catboost_WELFake_pr_curve.csv,1.0,18,WELFake,results_3_one_shot
metoda11,run11_WELFake_pr_curve.csv,1.0,19,WELFake,results_3_one_shot
metoda10,run10_WELFake_pr_curve.csv,1.0,20,WELFake,results_3_one_shot
metoda1-5,run1-5_WELFake_pr_curve.csv,1.0,21,WELFake,results_3_one_shot
metoda1-4,run1-4_WELFake_pr_curve.csv,1.0,22,WELFake,results_3_one_shot
metoda1-3,run1-3_WELFake_pr_curve.csv,1.0,23,WELFake,results_3_one_shot
metoda9,run9_WELFake_pr_curve.csv,1.0,24,WELFake,results_3_one_shot
metoda4,run4_WELFake_pr_curve.csv,0.75,25,WELFake,results_3_one_shot
